# REAPER native action catalog (id\tname)
# Generated from REAPER 7.74 via SWS CF_EnumerateActions; native = ReverseNamedCommandLookup() empty.
# Native command IDs are stable across REAPER versions/platforms. Regenerate: see tools/README.md
533	Track: Set pan for track 65 (MIDI CC/OSC only)
534	Track: Toggle mute for track 65
535	Track: Toggle solo for track 65
536	Track: Toggle FX bypass for track 65
537	Track: Toggle record arm for track 65
538	Track: Set mute for track 65 (MIDI CC/OSC only)
539	Track: Set solo for track 65 (MIDI CC/OSC only)
540	Track: Set volume for track 66 (MIDI CC/OSC only)
541	Track: Set pan for track 66 (MIDI CC/OSC only)
542	Track: Toggle mute for track 66
543	Track: Toggle solo for track 66
544	Track: Toggle FX bypass for track 66
545	Track: Toggle record arm for track 66
546	Track: Set mute for track 66 (MIDI CC/OSC only)
547	Track: Set solo for track 66 (MIDI CC/OSC only)
548	Track: Set volume for track 67 (MIDI CC/OSC only)
549	Track: Set pan for track 67 (MIDI CC/OSC only)
550	Track: Toggle mute for track 67
551	Track: Toggle solo for track 67
552	Track: Toggle FX bypass for track 67
553	Track: Toggle record arm for track 67
554	Track: Set mute for track 67 (MIDI CC/OSC only)
555	Track: Set solo for track 67 (MIDI CC/OSC only)
556	Track: Set volume for track 68 (MIDI CC/OSC only)
557	Track: Set pan for track 68 (MIDI CC/OSC only)
558	Track: Toggle mute for track 68
559	Track: Toggle solo for track 68
560	Track: Toggle FX bypass for track 68
561	Track: Toggle record arm for track 68
562	Track: Set mute for track 68 (MIDI CC/OSC only)
563	Track: Set solo for track 68 (MIDI CC/OSC only)
564	Track: Set volume for track 69 (MIDI CC/OSC only)
565	Track: Set pan for track 69 (MIDI CC/OSC only)
566	Track: Toggle mute for track 69
567	Track: Toggle solo for track 69
568	Track: Toggle FX bypass for track 69
569	Track: Toggle record arm for track 69
570	Track: Set mute for track 69 (MIDI CC/OSC only)
571	Track: Set solo for track 69 (MIDI CC/OSC only)
572	Track: Set volume for track 70 (MIDI CC/OSC only)
573	Track: Set pan for track 70 (MIDI CC/OSC only)
574	Track: Toggle mute for track 70
575	Track: Toggle solo for track 70
576	Track: Toggle FX bypass for track 70
577	Track: Toggle record arm for track 70
578	Track: Set mute for track 70 (MIDI CC/OSC only)
579	Track: Set solo for track 70 (MIDI CC/OSC only)
580	Track: Set volume for track 71 (MIDI CC/OSC only)
581	Track: Set pan for track 71 (MIDI CC/OSC only)
582	Track: Toggle mute for track 71
583	Track: Toggle solo for track 71
584	Track: Toggle FX bypass for track 71
585	Track: Toggle record arm for track 71
586	Track: Set mute for track 71 (MIDI CC/OSC only)
587	Track: Set solo for track 71 (MIDI CC/OSC only)
588	Track: Set volume for track 72 (MIDI CC/OSC only)
589	Track: Set pan for track 72 (MIDI CC/OSC only)
590	Track: Toggle mute for track 72
591	Track: Toggle solo for track 72
592	Track: Toggle FX bypass for track 72
593	Track: Toggle record arm for track 72
594	Track: Set mute for track 72 (MIDI CC/OSC only)
